Step counter;Test time;Standard force;Strain;Nominal strain;LE Channel
5.000000e+000;3.190001e+001;3.994497e+001;3.741002e-001;1.803107e+000;2.158190e+002
5.000000e+000;3.194001e+001;4.113599e+001;3.780002e-001;1.823282e+000;2.158392e+002
5.000000e+000;3.198001e+001;4.235855e+001;3.822002e-001;1.843333e+000;2.158592e+002
5.000000e+000;3.202001e+001;4.347858e+001;3.864002e-001;1.863115e+000;2.158790e+002
5.000000e+000;3.208001e+001;4.458284e+001;3.927002e-001;1.893191e+000;2.159091e+002
5.000000e+000;3.213001e+001;4.572653e+001;3.978002e-001;1.918202e+000;2.159341e+002
5.000000e+000;3.218001e+001;4.705952e+001;4.029002e-001;1.943152e+000;2.159591e+002
5.000000e+000;3.222001e+001;4.820322e+001;4.071002e-001;1.963099e+000;2.159790e+002
5.000000e+000;3.226001e+001;4.953621e+001;4.113002e-001;1.983460e+000;2.159994e+002
5.000000e+000;3.230001e+001;5.060891e+001;4.155002e-001;2.003490e+000;2.160194e+002
5.000000e+000;3.235001e+001;5.161063e+001;4.206002e-001;2.028109e+000;2.160440e+002
5.000000e+000;3.239001e+001;5.276221e+001;4.245002e-001;2.047953e+000;2.160639e+002
5.000000e+000;3.244001e+001;5.385069e+001;4.299002e-001;2.073274e+000;2.160892e+002
5.000000e+000;3.249001e+001;5.497861e+001;4.350002e-001;2.098203e+000;2.161141e+002
5.000000e+000;3.254001e+001;5.623272e+001;4.404002e-001;2.123049e+000;2.161390e+002
5.000000e+000;3.260001e+001;5.736853e+001;4.467002e-001;2.153498e+000;2.161694e+002
5.000000e+000;3.267001e+001;5.846489e+001;4.539002e-001;2.188266e+000;2.162042e+002
5.000000e+000;3.272001e+001;5.952182e+001;4.593002e-001;2.213133e+000;2.162290e+002
5.000000e+000;3.278001e+001;6.054720e+001;4.656002e-001;2.243209e+000;2.162591e+002
5.000000e+000;3.284001e+001;6.174611e+001;4.716002e-001;2.273037e+000;2.162889e+002
5.000000e+000;3.290001e+001;6.291346e+001;4.779002e-001;2.303113e+000;2.163190e+002
5.000000e+000;3.296001e+001;6.405715e+001;4.842002e-001;2.333251e+000;2.163492e+002
5.000000e+000;3.301001e+001;6.509042e+001;4.896002e-001;2.358262e+000;2.163742e+002
5.000000e+000;3.306001e+001;6.621045e+001;4.947002e-001;2.383067e+000;2.163990e+002
5.000000e+000;3.311001e+001;6.725949e+001;5.001002e-001;2.408286e+000;2.164242e+002
5.000000e+000;3.316001e+001;6.840318e+001;5.052002e-001;2.433256e+000;2.164492e+002
5.000000e+000;3.323001e+001;6.960209e+001;5.127002e-001;2.468169e+000;2.164841e+002
5.000000e+000;3.328001e+001;7.064324e+001;5.178002e-001;2.493449e+000;2.165094e+002
5.000000e+000;3.332001e+001;7.185793e+001;5.220002e-001;2.513458e+000;2.165294e+002
5.000000e+000;3.336001e+001;7.302528e+001;5.262002e-001;2.533158e+000;2.165491e+002
5.000000e+000;3.343001e+001;7.410587e+001;5.334002e-001;2.568153e+000;2.165841e+002
5.000000e+000;3.349001e+001;7.528111e+001;5.397002e-001;2.598291e+000;2.166142e+002
5.000000e+000;3.357001e+001;7.635382e+001;5.481002e-001;2.638186e+000;2.166541e+002
5.000000e+000;3.364001e+001;7.752906e+001;5.553002e-001;2.673326e+000;2.166892e+002
5.000000e+000;3.372001e+001;7.872008e+001;5.637002e-001;2.713180e+000;2.167291e+002
5.000000e+000;3.380001e+001;7.972179e+001;5.718002e-001;2.753219e+000;2.167691e+002
5.000000e+000;3.386001e+001;8.073929e+001;5.781002e-001;2.783005e+000;2.167989e+002
5.000000e+000;3.390001e+001;8.174100e+001;5.823002e-001;2.803097e+000;2.168190e+002
5.000000e+000;3.399001e+001;8.286103e+001;5.916002e-001;2.848428e+000;2.168643e+002
5.000000e+000;3.406001e+001;8.395740e+001;5.991002e-001;2.883176e+000;2.168991e+002
5.000000e+000;3.415001e+001;8.514053e+001;6.084002e-001;2.928093e+000;2.169440e+002
5.000000e+000;3.422001e+001;8.631577e+001;6.159002e-001;2.963110e+000;2.169790e+002
5.000000e+000;3.429001e+001;8.761722e+001;6.231002e-001;2.998436e+000;2.170143e+002
5.000000e+000;3.433001e+001;8.862682e+001;6.273002e-001;3.018466e+000;2.170344e+002
5.000000e+000;3.441001e+001;8.974685e+001;6.357002e-001;3.058154e+000;2.170741e+002
5.000000e+000;3.450001e+001;9.078800e+001;6.450002e-001;3.103216e+000;2.171191e+002
5.000000e+000;3.455001e+001;9.183704e+001;6.504002e-001;3.128125e+000;2.171440e+002
5.000000e+000;3.462001e+001;9.307539e+001;6.576002e-001;3.163368e+000;2.171793e+002
5.000000e+000;3.468001e+001;9.410077e+001;6.639002e-001;3.193424e+000;2.172093e+002
5.000000e+000;3.474001e+001;9.518136e+001;6.702002e-001;3.223210e+000;2.172391e+002
5.000000e+000;3.482001e+001;9.626195e+001;6.786002e-001;3.263146e+000;2.172790e+002
5.000000e+000;3.490001e+001;9.726366e+001;6.870002e-001;3.303123e+000;2.173190e+002
5.000000e+000;3.498001e+001;9.833637e+001;6.954002e-001;3.343349e+000;2.173593e+002
5.000000e+000;3.505001e+001;9.942485e+001;7.026002e-001;3.378241e+000;2.173941e+002
5.000000e+000;3.516001e+001;1.004739e+002;7.140002e-001;3.433143e+000;2.174490e+002
5.000000e+000;3.523001e+001;1.015387e+002;7.215002e-001;3.468097e+000;2.174840e+002
5.000000e+000;3.531001e+001;1.026430e+002;7.299002e-001;3.508467e+000;2.175244e+002
5.000000e+000;3.537001e+001;1.038024e+002;7.362002e-001;3.538316e+000;2.175542e+002
5.000000e+000;3.543001e+001;1.049225e+002;7.425002e-001;3.568143e+000;2.175840e+002
5.000000e+000;3.555001e+001;1.060188e+002;7.548002e-001;3.628027e+000;2.176439e+002
5.000000e+000;3.561001e+001;1.072098e+002;7.611002e-001;3.658082e+000;2.176740e+002
5.000000e+000;3.569001e+001;1.082273e+002;7.698002e-001;3.698493e+000;2.177144e+002
5.000000e+000;3.576001e+001;1.093316e+002;7.770002e-001;3.733200e+000;2.177491e+002
5.000000e+000;3.582001e+001;1.103649e+002;7.833002e-001;3.763296e+000;2.177792e+002
5.000000e+000;3.586001e+001;1.113902e+002;7.875002e-001;3.783285e+000;2.177992e+002
5.000000e+000;3.594001e+001;1.125813e+002;7.956002e-001;3.823159e+000;2.178391e+002
5.000000e+000;3.601001e+001;1.136224e+002;8.031002e-001;3.858258e+000;2.178742e+002
5.000000e+000;3.608001e+001;1.148450e+002;8.103002e-001;3.893129e+000;2.179090e+002
5.000000e+000;3.615001e+001;1.159650e+002;8.178002e-001;3.928249e+000;2.179442e+002
5.000000e+000;3.624001e+001;1.170219e+002;8.271002e-001;3.973125e+000;2.179890e+002
5.000000e+000;3.634001e+001;1.180552e+002;8.376002e-001;4.023273e+000;2.180392e+002
5.000000e+000;3.642001e+001;1.190648e+002;8.457002e-001;4.063126e+000;2.180790e+002
5.000000e+000;3.651001e+001;1.201296e+002;8.553002e-001;4.108209e+000;2.181241e+002
5.000000e+000;3.662001e+001;1.213049e+002;8.667002e-001;4.163172e+000;2.181791e+002
5.000000e+000;3.667001e+001;1.223539e+002;8.724002e-001;4.188411e+000;2.182043e+002
5.000000e+000;3.674001e+001;1.233951e+002;8.796002e-001;4.223221e+000;2.182391e+002
5.000000e+000;3.683001e+001;1.245230e+002;8.889002e-001;4.268242e+000;2.182841e+002
5.000000e+000;3.694001e+001;1.256667e+002;9.003002e-001;4.323040e+000;2.183389e+002
5.000000e+000;3.701001e+001;1.267078e+002;9.081002e-001;4.358387e+000;2.183743e+002
5.000000e+000;3.708001e+001;1.277095e+002;9.153002e-001;4.393238e+000;2.184091e+002
5.000000e+000;3.717001e+001;1.287980e+002;9.246002e-001;4.438259e+000;2.184542e+002
5.000000e+000;3.725001e+001;1.299496e+002;9.330002e-001;4.478071e+000;2.184940e+002
5.000000e+000;3.733001e+001;1.309513e+002;9.411002e-001;4.518400e+000;2.185343e+002
5.000000e+000;3.740001e+001;1.321344e+002;9.486002e-001;4.553312e+000;2.185692e+002
5.000000e+000;3.749001e+001;1.332860e+002;9.579002e-001;4.598106e+000;2.186140e+002
5.000000e+000;3.756001e+001;1.344534e+002;9.651002e-001;4.633350e+000;2.186493e+002
5.000000e+000;3.766001e+001;1.355261e+002;9.756002e-001;4.683104e+000;2.186990e+002
5.000000e+000;3.774001e+001;1.366146e+002;9.840002e-001;4.723330e+000;2.187392e+002
5.000000e+000;3.783001e+001;1.376163e+002;9.936002e-001;4.768103e+000;2.187840e+002
5.000000e+000;3.788001e+001;1.378923e+002;9.987002e-001;4.793156e+000;2.188091e+002
5.000000e+000;3.791001e+001;1.379397e+002;1.001700e+000;4.808204e+000;2.188241e+002
6.000000e+000;3.812001e+001;1.364016e+002;1.005600e+000;4.823686e+000;2.188396e+002
6.000000e+000;3.816001e+001;1.353131e+002;1.005300e+000;4.817857e+000;2.188338e+002
6.000000e+000;3.822001e+001;1.339091e+002;1.000800e+000;4.790778e+000;2.188067e+002
6.000000e+000;3.826001e+001;1.325604e+002;9.975002e-001;4.770728e+000;2.187866e+002
6.000000e+000;3.829001e+001;1.311801e+002;9.951002e-001;4.755659e+000;2.187716e+002
6.000000e+000;3.831001e+001;1.301783e+002;9.930002e-001;4.745820e+000;2.187617e+002
6.000000e+000;3.835001e+001;1.290583e+002;9.894002e-001;4.725976e+000;2.187419e+002
6.000000e+000;3.840001e+001;1.278673e+002;9.849002e-001;4.700922e+000;2.187168e+002
6.000000e+000;3.844001e+001;1.266684e+002;9.810002e-001;4.680934e+000;2.186968e+002
6.000000e+000;3.848001e+001;1.256036e+002;9.771002e-001;4.660966e+000;2.186769e+002
6.000000e+000;3.853001e+001;1.243968e+002;9.723002e-001;4.635851e+000;2.186518e+002
6.000000e+000;3.857001e+001;1.231821e+002;9.681002e-001;4.615738e+000;2.186316e+002
6.000000e+000;3.861001e+001;1.221252e+002;9.642002e-001;4.595749e+000;2.186117e+002
6.000000e+000;3.865001e+001;1.210998e+002;9.600002e-001;4.575844e+000;2.185917e+002
6.000000e+000;3.870001e+001;1.199955e+002;9.549002e-001;4.550977e+000;2.185669e+002
6.000000e+000;3.875001e+001;1.188440e+002;9.495002e-001;4.525717e+000;2.185416e+002
6.000000e+000;3.880001e+001;1.177712e+002;9.447002e-001;4.500685e+000;2.185166e+002
6.000000e+000;3.887001e+001;1.166039e+002;9.375002e-001;4.465896e+000;2.184818e+002
6.000000e+000;3.892001e+001;1.154208e+002;9.321002e-001;4.440719e+000;2.184566e+002
6.000000e+000;3.895001e+001;1.144191e+002;9.291002e-001;4.425733e+000;2.184416e+002
6.000000e+000;3.899001e+001;1.133700e+002;9.249002e-001;4.405868e+000;2.184218e+002
6.000000e+000;3.903001e+001;1.122736e+002;9.207002e-001;4.386003e+000;2.184019e+002
6.000000e+000;3.906001e+001;1.112719e+002;9.177002e-001;4.371058e+000;2.183870e+002
6.000000e+000;3.911001e+001;1.101756e+002;9.123002e-001;4.345902e+000;2.183618e+002
6.000000e+000;3.915001e+001;1.091107e+002;9.081002e-001;4.325892e+000;2.183418e+002
6.000000e+000;3.919001e+001;1.080144e+002;9.039002e-001;4.306028e+000;2.183219e+002
6.000000e+000;3.924001e+001;1.068312e+002;8.988002e-001;4.280913e+000;2.182968e+002
6.000000e+000;3.928001e+001;1.058059e+002;8.946002e-001;4.260759e+000;2.182767e+002
6.000000e+000;3.935001e+001;1.046227e+002;8.874002e-001;4.225908e+000;2.182418e+002
6.000000e+000;3.940001e+001;1.035027e+002;8.820002e-001;4.201041e+000;2.182169e+002
6.000000e+000;3.946001e+001;1.023669e+002;8.757002e-001;4.170862e+000;2.181868e+002
6.000000e+000;3.951001e+001;1.011443e+002;8.706002e-001;4.145892e+000;2.181618e+002
6.000000e+000;3.957001e+001;1.001347e+002;8.643002e-001;4.116105e+000;2.181320e+002
6.000000e+000;3.964001e+001;9.902258e+001;8.568002e-001;4.080696e+000;2.180966e+002
6.000000e+000;3.970001e+001;9.786312e+001;8.505002e-001;4.050930e+000;2.180668e+002
6.000000e+000;3.978001e+001;9.669576e+001;8.421002e-001;4.010767e+000;2.180267e+002
6.000000e+000;3.984001e+001;9.569405e+001;8.355002e-001;3.980939e+000;2.179968e+002
6.000000e+000;3.989001e+001;9.450303e+001;8.307002e-001;3.955927e+000;2.179718e+002
6.000000e+000;3.995001e+001;9.331990e+001;8.241002e-001;3.925768e+000;2.179417e+002
6.000000e+000;4.000001e+001;9.222353e+001;8.190002e-001;3.900798e+000;2.179167e+002
6.000000e+000;4.005001e+001;9.101674e+001;8.136002e-001;3.875973e+000;2.178919e+002
6.000000e+000;4.012001e+001;8.998347e+001;8.064002e-001;3.840853e+000;2.178568e+002
6.000000e+000;4.017001e+001;8.887922e+001;8.010002e-001;3.815903e+000;2.178318e+002
6.000000e+000;4.023001e+001;8.761722e+001;7.950002e-001;3.785931e+000;2.178018e+002
6.000000e+000;4.030001e+001;8.637099e+001;7.875002e-001;3.750728e+000;2.177666e+002
6.000000e+000;4.036001e+001;8.531406e+001;7.815002e-001;3.721004e+000;2.177369e+002
6.000000e+000;4.041001e+001;8.420191e+001;7.761002e-001;3.696013e+000;2.177119e+002
6.000000e+000;4.049001e+001;8.313709e+001;7.677002e-001;3.655684e+000;2.176716e+002
6.000000e+000;4.055001e+001;8.189087e+001;7.614002e-001;3.626022e+000;2.176419e+002
6.000000e+000;4.063001e+001;8.085760e+001;7.530002e-001;3.585734e+000;2.176016e+002
6.000000e+000;4.067001e+001;7.977701e+001;7.488002e-001;3.565663e+000;2.175816e+002
6.000000e+000;4.074001e+001;7.874374e+001;7.416002e-001;3.530998e+000;2.175469e+002
6.000000e+000;4.083001e+001;7.767104e+001;7.323002e-001;3.485688e+000;2.175016e+002
6.000000e+000;4.090001e+001;7.663777e+001;7.248002e-001;3.450899e+000;2.174668e+002
6.000000e+000;4.096001e+001;7.547830e+001;7.185002e-001;3.420719e+000;2.174366e+002
6.000000e+000;4.103001e+001;7.439771e+001;7.113002e-001;3.385951e+000;2.174019e+002
6.000000e+000;4.108001e+001;7.301740e+001;7.062002e-001;3.361001e+000;2.173769e+002
6.000000e+000;4.116001e+001;7.191314e+001;6.978002e-001;3.320735e+000;2.173366e+002
6.000000e+000;4.122001e+001;7.071423e+001;6.915002e-001;3.291052e+000;2.173070e+002
6.000000e+000;4.128001e+001;6.957054e+001;6.852002e-001;3.260748e+000;2.172767e+002
6.000000e+000;4.133001e+001;6.849783e+001;6.801002e-001;3.235716e+000;2.172516e+002
6.000000e+000;4.140001e+001;6.729105e+001;6.729002e-001;3.200948e+000;2.172169e+002
6.000000e+000;4.146001e+001;6.618679e+001;6.663002e-001;3.170707e+000;2.171866e+002
6.000000e+000;4.155001e+001;6.505887e+001;6.573002e-001;3.125933e+000;2.171418e+002
6.000000e+000;4.161001e+001;6.404138e+001;6.507002e-001;3.095940e+000;2.171118e+002
6.000000e+000;4.167001e+001;6.298445e+001;6.444002e-001;3.065699e+000;2.170816e+002
6.000000e+000;4.176001e+001;6.176188e+001;6.351002e-001;3.020988e+000;2.170369e+002
6.000000e+000;4.183001e+001;6.063397e+001;6.279002e-001;2.985889e+000;2.170018e+002
6.000000e+000;4.191001e+001;5.961647e+001;6.195002e-001;2.945932e+000;2.169618e+002
6.000000e+000;4.198001e+001;5.847278e+001;6.123002e-001;2.910751e+000;2.169267e+002
6.000000e+000;4.205001e+001;5.740797e+001;6.048002e-001;2.875962e+000;2.168919e+002
6.000000e+000;4.211001e+001;5.637470e+001;5.988002e-001;2.846072e+000;2.168620e+002
6.000000e+000;4.222001e+001;5.518368e+001;5.871002e-001;2.790902e+000;2.168068e+002
6.000000e+000;4.230001e+001;5.412675e+001;5.790002e-001;2.750718e+000;2.167666e+002
6.000000e+000;4.234001e+001;5.306982e+001;5.748002e-001;2.730708e+000;2.167466e+002
6.000000e+000;4.241001e+001;5.195768e+001;5.676002e-001;2.695920e+000;2.167118e+002
6.000000e+000;4.247001e+001;5.094019e+001;5.613002e-001;2.665802e+000;2.166817e+002
6.000000e+000;4.254001e+001;4.989904e+001;5.538002e-001;2.630930e+000;2.166468e+002
6.000000e+000;4.259001e+001;4.877112e+001;5.487002e-001;2.605919e+000;2.166218e+002
6.000000e+000;4.265001e+001;4.769053e+001;5.424002e-001;2.575740e+000;2.165916e+002
6.000000e+000;4.273001e+001;4.668881e+001;5.340002e-001;2.535969e+000;2.165519e+002
6.000000e+000;4.281001e+001;4.568709e+001;5.259002e-001;2.495806e+000;2.165117e+002
6.000000e+000;4.289001e+001;4.451974e+001;5.175002e-001;2.455911e+000;2.164718e+002
6.000000e+000;4.296001e+001;4.337605e+001;5.103002e-001;2.421040e+000;2.164369e+002
6.000000e+000;4.302001e+001;4.235855e+001;5.040002e-001;2.390736e+000;2.164066e+002
6.000000e+000;4.307001e+001;4.117543e+001;4.986002e-001;2.365973e+000;2.163819e+002
6.000000e+000;4.318001e+001;4.013427e+001;4.872002e-001;2.310906e+000;2.163268e+002
6.000000e+000;4.324001e+001;3.901424e+001;4.809002e-001;2.280933e+000;2.162968e+002
6.000000e+000;4.333001e+001;3.794154e+001;4.716002e-001;2.235747e+000;2.162516e+002
6.000000e+000;4.342001e+001;3.689249e+001;4.620002e-001;2.190891e+000;2.162068e+002
6.000000e+000;4.351001e+001;3.588289e+001;4.527002e-001;2.145870e+000;2.161618e+002
6.000000e+000;4.357001e+001;3.473131e+001;4.464002e-001;2.115877e+000;2.161318e+002
6.000000e+000;4.365001e+001;3.371382e+001;4.380002e-001;2.075796e+000;2.160917e+002
6.000000e+000;4.370001e+001;3.268055e+001;4.329002e-001;2.050723e+000;2.160666e+002
6.000000e+000;4.377001e+001;3.163151e+001;4.254002e-001;2.015934e+000;2.160318e+002
6.000000e+000;4.381001e+001;3.039317e+001;4.212002e-001;1.996007e+000;2.160119e+002
6.000000e+000;4.388001e+001;2.916271e+001;4.140002e-001;1.960722e+000;2.159766e+002
6.000000e+000;4.395001e+001;2.813733e+001;4.068002e-001;1.925892e+000;2.159418e+002
6.000000e+000;4.403001e+001;2.698575e+001;3.984002e-001;1.885811e+000;2.159017e+002
6.000000e+000;4.409001e+001;2.590516e+001;3.921002e-001;1.855921e+000;2.158718e+002
6.000000e+000;4.416001e+001;2.484823e+001;3.846002e-001;1.820864e+000;2.158368e+002
6.000000e+000;4.423001e+001;2.377553e+001;3.771002e-001;1.785868e+000;2.158018e+002
6.000000e+000;4.430001e+001;2.274226e+001;3.702002e-001;1.751038e+000;2.157669e+002
6.000000e+000;4.436001e+001;2.151181e+001;3.636002e-001;1.720755e+000;2.157367e+002
6.000000e+000;4.446001e+001;2.047065e+001;3.531002e-001;1.671021e+000;2.156869e+002
6.000000e+000;4.450001e+001;1.978444e+001;3.492002e-001;1.650826e+000;2.156667e+002
6.000000e+000;4.453001e+001;1.970556e+001;3.459002e-001;1.635922e+000;2.156518e+002
6.000000e+000;4.454001e+001;1.976077e+001;3.450002e-001;1.631189e+000;2.156471e+002
6.000000e+000;4.455001e+001;1.975289e+001;3.441002e-001;1.627158e+000;2.156431e+002
7.000000e+000;4.474001e+001;2.157491e+001;3.423002e-001;1.620605e+000;2.156365e+002
7.000000e+000;4.481001e+001;2.257662e+001;3.423002e-001;1.622279e+000;2.156382e+002
7.000000e+000;4.485001e+001;2.365722e+001;3.444002e-001;1.636377e+000;2.156523e+002
7.000000e+000;4.488001e+001;2.472203e+001;3.468002e-001;1.650578e+000;2.156665e+002
7.000000e+000;4.491001e+001;2.611024e+001;3.492002e-001;1.665543e+000;2.156814e+002
7.000000e+000;4.494001e+001;2.719083e+001;3.519002e-001;1.680220e+000;2.156961e+002
7.000000e+000;4.498001e+001;2.862636e+001;3.555002e-001;1.700105e+000;2.157160e+002
7.000000e+000;4.501001e+001;2.985682e+001;3.582002e-001;1.714947e+000;2.157308e+002
7.000000e+000;4.504001e+001;3.119770e+001;3.609002e-001;1.730243e+000;2.157461e+002
7.000000e+000;4.507001e+001;3.263323e+001;3.639002e-001;1.745064e+000;2.157610e+002
7.000000e+000;4.511001e+001;3.370593e+001;3.678002e-001;1.764970e+000;2.157809e+002
7.000000e+000;4.514001e+001;3.470765e+001;3.708002e-001;1.780059e+000;2.157960e+002
7.000000e+000;4.517001e+001;3.572514e+001;3.735002e-001;1.795066e+000;2.158110e+002
7.000000e+000;4.522001e+001;3.678207e+001;3.786002e-001;1.820285e+000;2.158362e+002
7.000000e+000;4.527001e+001;3.798097e+001;3.837002e-001;1.845255e+000;2.158612e+002
7.000000e+000;4.531001e+001;3.917199e+001;3.876002e-001;1.865078e+000;2.158810e+002
7.000000e+000;4.536001e+001;4.032357e+001;3.927002e-001;1.890049e+000;2.159060e+002
7.000000e+000;4.540001e+001;4.136473e+001;3.969002e-001;1.910079e+000;2.159260e+002
7.000000e+000;4.544001e+001;4.236644e+001;4.008002e-001;1.930129e+000;2.159460e+002
7.000000e+000;4.548001e+001;4.348647e+001;4.050002e-001;1.950097e+000;2.159660e+002
7.000000e+000;4.553001e+001;4.467749e+001;4.101002e-001;1.975171e+000;2.159911e+002
7.000000e+000;4.557001e+001;4.567921e+001;4.143002e-001;1.995263e+000;2.160112e+002
7.000000e+000;4.561001e+001;4.681501e+001;4.185002e-001;2.015272e+000;2.160312e+002
7.000000e+000;4.564001e+001;4.782462e+001;4.215002e-001;2.030072e+000;2.160460e+002
7.000000e+000;4.570001e+001;4.896042e+001;4.278002e-001;2.060107e+000;2.160760e+002
7.000000e+000;4.573001e+001;5.000946e+001;4.311002e-001;2.075176e+000;2.160911e+002
7.000000e+000;4.577001e+001;5.104273e+001;4.353002e-001;2.095248e+000;2.161112e+002
7.000000e+000;4.583001e+001;5.229684e+001;4.413002e-001;2.125055e+000;2.161410e+002
7.000000e+000;4.587001e+001;5.336166e+001;4.455002e-001;2.145209e+000;2.161611e+002
7.000000e+000;4.592001e+001;5.458423e+001;4.509002e-001;2.170406e+000;2.161863e+002
7.000000e+000;4.597001e+001;5.564905e+001;4.560002e-001;2.195108e+000;2.162110e+002
7.000000e+000;4.603001e+001;5.678485e+001;4.623002e-001;2.224998e+000;2.162409e+002
7.000000e+000;4.608001e+001;5.784967e+001;4.674002e-001;2.250051e+000;2.162660e+002
7.000000e+000;4.615001e+001;5.893815e+001;4.749002e-001;2.285109e+000;2.163010e+002
7.000000e+000;4.620001e+001;6.011339e+001;4.800002e-001;2.310037e+000;2.163259e+002
7.000000e+000;4.626001e+001;6.116243e+001;4.863002e-001;2.340423e+000;2.163563e+002
7.000000e+000;4.631001e+001;6.229035e+001;4.917002e-001;2.365146e+000;2.163810e+002
7.000000e+000;4.636001e+001;6.331573e+001;4.968002e-001;2.389909e+000;2.164058e+002
7.000000e+000;4.642001e+001;6.434899e+001;5.031002e-001;2.420109e+000;2.164360e+002
7.000000e+000;4.648001e+001;6.539803e+001;5.091002e-001;2.450082e+000;2.164660e+002
7.000000e+000;4.654001e+001;6.644707e+001;5.157002e-001;2.480096e+000;2.164960e+002
7.000000e+000;4.659001e+001;6.749612e+001;5.208002e-001;2.505335e+000;2.165212e+002
7.000000e+000;4.663001e+001;6.872658e+001;5.250002e-001;2.525241e+000;2.165411e+002
7.000000e+000;4.668001e+001;6.977562e+001;5.304002e-001;2.550149e+000;2.165661e+002
7.000000e+000;4.674001e+001;7.080099e+001;5.367002e-001;2.580225e+000;2.165961e+002
7.000000e+000;4.679001e+001;7.205511e+001;5.418002e-001;2.605216e+000;2.166211e+002
7.000000e+000;4.684001e+001;7.310416e+001;5.469002e-001;2.630021e+000;2.166459e+002
7.000000e+000;4.690001e+001;7.431095e+001;5.532002e-001;2.660469e+000;2.166764e+002
7.000000e+000;4.694001e+001;7.536787e+001;5.574002e-001;2.680437e+000;2.166963e+002
7.000000e+000;4.702001e+001;7.649580e+001;5.658002e-001;2.720083e+000;2.167360e+002
7.000000e+000;4.710001e+001;7.752906e+001;5.742002e-001;2.760061e+000;2.167760e+002
7.000000e+000;4.718001e+001;7.865697e+001;5.823002e-001;2.799997e+000;2.168159e+002
7.000000e+000;4.725001e+001;7.971391e+001;5.898002e-001;2.835344e+000;2.168512e+002
7.000000e+000;4.732001e+001;8.086549e+001;5.970002e-001;2.870174e+000;2.168861e+002
7.000000e+000;4.739001e+001;8.192242e+001;6.042002e-001;2.905025e+000;2.169209e+002
7.000000e+000;4.748001e+001;8.317654e+001;6.135002e-001;2.950025e+000;2.169659e+002
7.000000e+000;4.754001e+001;8.431234e+001;6.201002e-001;2.980039e+000;2.169959e+002
7.000000e+000;4.760001e+001;8.545603e+001;6.264002e-001;3.010260e+000;2.170262e+002
7.000000e+000;4.767001e+001;8.646564e+001;6.336002e-001;3.045069e+000;2.170610e+002
7.000000e+000;4.774001e+001;8.758566e+001;6.408002e-001;3.080189e+000;2.170961e+002
7.000000e+000;4.780001e+001;8.861105e+001;6.471002e-001;3.110245e+000;2.171261e+002
7.000000e+000;4.788001e+001;8.971530e+001;6.555002e-001;3.150098e+000;2.171660e+002
7.000000e+000;4.792001e+001;9.074068e+001;6.600002e-001;3.170438e+000;2.171863e+002
7.000000e+000;4.798001e+001;9.192381e+001;6.660002e-001;3.200286e+000;2.172162e+002
7.000000e+000;4.804001e+001;9.298862e+001;6.723002e-001;3.230052e+000;2.172460e+002
7.000000e+000;4.812001e+001;9.406921e+001;6.807002e-001;3.270071e+000;2.172860e+002
7.000000e+000;4.820001e+001;9.530756e+001;6.888002e-001;3.310027e+000;2.173259e+002
7.000000e+000;4.826001e+001;9.630927e+001;6.954002e-001;3.340414e+000;2.173563e+002
7.000000e+000;4.833001e+001;9.733466e+001;7.026002e-001;3.375202e+000;2.173911e+002
7.000000e+000;4.842001e+001;9.843102e+001;7.119002e-001;3.420203e+000;2.174361e+002
7.000000e+000;4.850001e+001;9.945640e+001;7.203002e-001;3.459994e+000;2.174759e+002
7.000000e+000;4.857001e+001;1.005054e+002;7.278002e-001;3.495052e+000;2.175110e+002
7.000000e+000;4.863001e+001;1.015860e+002;7.341002e-001;3.525376e+000;2.175413e+002
7.000000e+000;4.873001e+001;1.026114e+002;7.443002e-001;3.574924e+000;2.175908e+002
7.000000e+000;4.880001e+001;1.036368e+002;7.518002e-001;3.610105e+000;2.176260e+002
7.000000e+000;4.889001e+001;1.047095e+002;7.611002e-001;3.655105e+000;2.176710e+002
7.000000e+000;4.893001e+001;1.057506e+002;7.653002e-001;3.675445e+000;2.176913e+002
7.000000e+000;4.900001e+001;1.067918e+002;7.725002e-001;3.710276e+000;2.177262e+002
7.000000e+000;4.908001e+001;1.078172e+002;7.809002e-001;3.750026e+000;2.177659e+002
7.000000e+000;4.917001e+001;1.088504e+002;7.905002e-001;3.795026e+000;2.178109e+002
7.000000e+000;4.923001e+001;1.098995e+002;7.965002e-001;3.825081e+000;2.178410e+002
7.000000e+000;4.929001e+001;1.111300e+002;8.031002e-001;3.855219e+000;2.178711e+002
7.000000e+000;4.933001e+001;1.122263e+002;8.073002e-001;3.875270e+000;2.178912e+002
7.000000e+000;4.940001e+001;1.133069e+002;8.145002e-001;3.909976e+000;2.179259e+002
7.000000e+000;4.948001e+001;1.143086e+002;8.229002e-001;3.950160e+000;2.179661e+002
7.000000e+000;4.955001e+001;1.155312e+002;8.301002e-001;3.985052e+000;2.180010e+002
7.000000e+000;4.963001e+001;1.166276e+002;8.385002e-001;4.025195e+000;2.180411e+002
7.000000e+000;4.971001e+001;1.176293e+002;8.469002e-001;4.065089e+000;2.180810e+002
7.000000e+000;4.981001e+001;1.186783e+002;8.574002e-001;4.115092e+000;2.181310e+002
7.000000e+000;4.990001e+001;1.197431e+002;8.670002e-001;4.160134e+000;2.181760e+002
7.000000e+000;4.997001e+001;1.207922e+002;8.742002e-001;4.195191e+000;2.182111e+002
