Test time;Standard force;Strain;Nominal strain;LE Channel
9.980469e-003;2.999170e+001;-4.669189e-007;-2.211417e-005;2.108024e+002
3.998047e-002;2.984183e+001;-4.669189e-007;-2.211417e-005;2.108024e+002
4.998047e-002;2.982605e+001;-4.669189e-007;-2.211417e-005;2.108024e+002
3.099805e-001;3.226344e+001;-4.669189e-007;1.693560e-003;2.108042e+002
3.199805e-001;3.414078e+001;2.995331e-004;3.884662e-003;2.108063e+002
3.299805e-001;3.660972e+001;8.995330e-004;7.005949e-003;2.108095e+002
3.399805e-001;3.957560e+001;1.199533e-003;1.074736e-002;2.108132e+002
3.499805e-001;4.309365e+001;1.799533e-003;1.496420e-002;2.108174e+002
3.599805e-001;4.674578e+001;2.399533e-003;1.953244e-002;2.108220e+002
3.699805e-001;5.060301e+001;2.999533e-003;2.432806e-002;2.108268e+002
3.799805e-001;5.456278e+001;3.299533e-003;2.916502e-002;2.108316e+002
3.899805e-001;5.840423e+001;4.199533e-003;3.402265e-002;2.108365e+002
3.999805e-001;6.228512e+001;4.799533e-003;3.885961e-002;2.108413e+002
4.099805e-001;6.632377e+001;5.699533e-003;4.369657e-002;2.108462e+002
4.199805e-001;7.018099e+001;6.299533e-003;4.865756e-002;2.108511e+002
4.299805e-001;7.406188e+001;6.899533e-003;5.374257e-002;2.108562e+002
4.399805e-001;7.802954e+001;7.799533e-003;5.874490e-002;2.108612e+002
4.499805e-001;8.163435e+001;8.399533e-003;6.362320e-002;2.108661e+002
4.599805e-001;8.533382e+001;9.599533e-003;6.850150e-002;2.108710e+002
4.699805e-001;8.896230e+001;1.019953e-002;7.352450e-002;2.108760e+002
4.799805e-001;9.245667e+001;1.109953e-002;7.854750e-002;2.108810e+002
4.899805e-001;9.590372e+001;1.169953e-002;8.352915e-002;2.108860e+002
4.999805e-001;9.963474e+001;1.259953e-002;8.855215e-002;2.108910e+002
5.099804e-001;1.032711e+002;1.349953e-002;9.359582e-002;2.108961e+002
5.199805e-001;1.070179e+002;1.439953e-002;9.851547e-002;2.109010e+002
5.299805e-001;1.106385e+002;1.529953e-002;1.034558e-001;2.109059e+002
5.399805e-001;1.142275e+002;1.619953e-002;1.085821e-001;2.109110e+002
5.499805e-001;1.175799e+002;1.709953e-002;1.138325e-001;2.109163e+002
5.599805e-001;1.209165e+002;1.769953e-002;1.188762e-001;2.109213e+002
5.699804e-001;1.242926e+002;1.859953e-002;1.237338e-001;2.109262e+002
5.799805e-001;1.276292e+002;1.949953e-002;1.287155e-001;2.109312e+002
5.899805e-001;1.308791e+002;2.039953e-002;1.338625e-001;2.109363e+002
5.999805e-001;1.339948e+002;2.129953e-002;1.389268e-001;2.109414e+002
6.099805e-001;1.369291e+002;2.219953e-002;1.438465e-001;2.109463e+002
6.199805e-001;1.396663e+002;2.309953e-002;1.487661e-001;2.109512e+002
6.299804e-001;1.426085e+002;2.399953e-002;1.537271e-001;2.109562e+002
6.399805e-001;1.455901e+002;2.489953e-002;1.586467e-001;2.109611e+002
6.499805e-001;1.486428e+002;2.579953e-002;1.635457e-001;2.109660e+002
6.599805e-001;1.514825e+002;2.669953e-002;1.685894e-001;2.109711e+002
6.699805e-001;1.544168e+002;2.759953e-002;1.736331e-001;2.109761e+002
6.799805e-001;1.570277e+002;2.849953e-002;1.784907e-001;2.109810e+002
6.899804e-001;1.596939e+002;2.939953e-002;1.833690e-001;2.109858e+002
6.999805e-001;1.625414e+002;2.999953e-002;1.884333e-001;2.109909e+002
7.099805e-001;1.654127e+002;3.119953e-002;1.935597e-001;2.109960e+002
7.199805e-001;1.681182e+002;3.209953e-002;1.986654e-001;2.110011e+002
7.299805e-001;1.709579e+002;3.299953e-002;2.037297e-001;2.110062e+002
7.399805e-001;1.736004e+002;3.389953e-002;2.086700e-001;2.110111e+002
7.499804e-001;1.760141e+002;3.479953e-002;2.135483e-001;2.110160e+002
7.599804e-001;1.785304e+002;3.569953e-002;2.185713e-001;2.110210e+002
7.699805e-001;1.810624e+002;3.659953e-002;2.236770e-001;2.110261e+002
7.799805e-001;1.835471e+002;3.779953e-002;2.287000e-001;2.110312e+002
7.899805e-001;1.863789e+002;3.839953e-002;2.335370e-001;2.110360e+002
7.999805e-001;1.891397e+002;3.929953e-002;2.384359e-001;2.110409e+002
8.099805e-001;1.918453e+002;4.049953e-002;2.435209e-001;2.110460e+002
8.199804e-001;1.943931e+002;4.139953e-002;2.485439e-001;2.110510e+002
8.299805e-001;1.968621e+002;4.229953e-002;2.534842e-001;2.110559e+002
8.399805e-001;1.989839e+002;4.319953e-002;2.585073e-001;2.110610e+002
8.499805e-001;2.012005e+002;4.409953e-002;2.635923e-001;2.110661e+002
8.599805e-001;2.035195e+002;4.529953e-002;2.685119e-001;2.110710e+002
8.699805e-001;2.059254e+002;4.619953e-002;2.734522e-001;2.110759e+002
8.799804e-001;2.084969e+002;4.709953e-002;2.786199e-001;2.110811e+002
8.899805e-001;2.110762e+002;4.799953e-002;2.838910e-001;2.110864e+002
8.999805e-001;2.134821e+002;4.889953e-002;2.888933e-001;2.110914e+002
9.099805e-001;2.157854e+002;4.979953e-002;2.937096e-001;2.110962e+002
9.199805e-001;2.181360e+002;5.069953e-002;2.986912e-001;2.111012e+002
9.299805e-001;2.203288e+002;5.159953e-002;3.038383e-001;2.111063e+002
9.399804e-001;2.226637e+002;5.279953e-002;3.088819e-001;2.111113e+002
9.499805e-001;2.249749e+002;5.369953e-002;3.137809e-001;2.111162e+002
9.599805e-001;2.275306e+002;5.459953e-002;3.187419e-001;2.111212e+002
9.699805e-001;2.298891e+002;5.549953e-002;3.237029e-001;2.111262e+002
9.799805e-001;2.322397e+002;5.639953e-002;3.286225e-001;2.111311e+002
9.899805e-001;2.344326e+002;5.729953e-002;3.335628e-001;2.111360e+002
9.999804e-001;2.366175e+002;5.849953e-002;3.386272e-001;2.111411e+002
1.009980e+000;2.385737e+002;5.939953e-002;3.436295e-001;2.111461e+002
1.019980e+000;2.406325e+002;6.029953e-002;3.485078e-001;2.111510e+002
1.029980e+000;2.426755e+002;6.119953e-002;3.533861e-001;2.111558e+002
1.039980e+000;2.448763e+002;6.209953e-002;3.584504e-001;2.111609e+002
1.049981e+000;2.471796e+002;6.299953e-002;3.635561e-001;2.111660e+002
1.059981e+000;2.493724e+002;6.389953e-002;3.686411e-001;2.111711e+002
1.069981e+000;2.516047e+002;6.509953e-002;3.736848e-001;2.111761e+002
1.079980e+000;2.538607e+002;6.569953e-002;3.786251e-001;2.111811e+002
1.089980e+000;2.559352e+002;6.689953e-002;3.835241e-001;2.111860e+002
1.099980e+000;2.578914e+002;6.749953e-002;3.885678e-001;2.111910e+002
1.109980e+000;2.598950e+002;6.869953e-002;3.937355e-001;2.111962e+002
1.119980e+000;2.619853e+002;6.959953e-002;3.987378e-001;2.112012e+002
1.129980e+000;2.640125e+002;7.049953e-002;4.035541e-001;2.112060e+002
1.139980e+000;2.662212e+002;7.139953e-002;4.084737e-001;2.112109e+002
1.149980e+000;2.686743e+002;7.259953e-002;4.135587e-001;2.112160e+002
1.159980e+000;2.712221e+002;7.349953e-002;4.185817e-001;2.112210e+002
1.169981e+000;2.736990e+002;7.439953e-002;4.235220e-001;2.112260e+002
1.179981e+000;2.762468e+002;7.529953e-002;4.285244e-001;2.112310e+002
1.189981e+000;2.785974e+002;7.619953e-002;4.335887e-001;2.112361e+002
1.199980e+000;2.808139e+002;7.709953e-002;4.385290e-001;2.112410e+002
1.209980e+000;2.828017e+002;7.799953e-002;4.434693e-001;2.112459e+002
1.219980e+000;2.848526e+002;7.889953e-002;4.486577e-001;2.112511e+002
1.229980e+000;2.868956e+002;8.009953e-002;4.538668e-001;2.112563e+002
1.239980e+000;2.890253e+002;8.099953e-002;4.588691e-001;2.112613e+002
1.249980e+000;2.909894e+002;8.189953e-002;4.637267e-001;2.112662e+002
1.259980e+000;2.931665e+002;8.279953e-002;4.687084e-001;2.112712e+002
1.269980e+000;2.951543e+002;8.369953e-002;4.738554e-001;2.112763e+002
1.279980e+000;2.971026e+002;8.489953e-002;4.789197e-001;2.112814e+002
1.289980e+000;2.989405e+002;8.579953e-002;4.838394e-001;2.112863e+002
1.299981e+000;3.008336e+002;8.669953e-002;4.887383e-001;2.112912e+002
1.309981e+000;3.027662e+002;8.759953e-002;4.936993e-001;2.112962e+002
1.319981e+000;3.047461e+002;8.849953e-002;4.986190e-001;2.113011e+002
1.329980e+000;3.068127e+002;8.939953e-002;5.035386e-001;2.113060e+002
1.339980e+000;3.088715e+002;9.029953e-002;5.085823e-001;2.113110e+002
1.349980e+000;3.110565e+002;9.119953e-002;5.136259e-001;2.113161e+002
1.359980e+000;3.130521e+002;9.209953e-002;5.185043e-001;2.113210e+002
1.369980e+000;3.149847e+002;9.329953e-002;5.234032e-001;2.113259e+002
1.379980e+000;3.169094e+002;9.419953e-002;5.284469e-001;2.113309e+002
1.389980e+000;3.187157e+002;9.509953e-002;5.335939e-001;2.113361e+002
1.399980e+000;3.204747e+002;9.599953e-002;5.386583e-001;2.113411e+002
1.409980e+000;3.222337e+002;9.689953e-002;5.436813e-001;2.113461e+002
1.419981e+000;3.241821e+002;9.779953e-002;5.486215e-001;2.113511e+002
1.429981e+000;3.259727e+002;9.869953e-002;5.535619e-001;2.113560e+002
1.439981e+000;3.279368e+002;9.959953e-002;5.585849e-001;2.113610e+002
1.449980e+000;3.298535e+002;1.004995e-001;5.637112e-001;2.113662e+002
1.459980e+000;3.318492e+002;1.016995e-001;5.686516e-001;2.113711e+002
1.469980e+000;3.337344e+002;1.022995e-001;5.735298e-001;2.113760e+002
1.479980e+000;3.356276e+002;1.031995e-001;5.784909e-001;2.113810e+002
1.489980e+000;3.374497e+002;1.043995e-001;5.835552e-001;2.113860e+002
1.499980e+000;3.393033e+002;1.052995e-001;5.885575e-001;2.113910e+002
1.509980e+000;3.410703e+002;1.061995e-001;5.935185e-001;2.113960e+002
1.519980e+000;3.428214e+002;1.070995e-001;5.985415e-001;2.114010e+002
1.529980e+000;3.447066e+002;1.079995e-001;6.035645e-001;2.114060e+002
1.539980e+000;3.467891e+002;1.088995e-001;6.085048e-001;2.114110e+002
1.549981e+000;3.488636e+002;1.097995e-001;6.135278e-001;2.114160e+002
1.559981e+000;3.507883e+002;1.109995e-001;6.187368e-001;2.114212e+002
1.569981e+000;3.528549e+002;1.118995e-001;6.238838e-001;2.114263e+002
1.579980e+000;3.548190e+002;1.127995e-001;6.288242e-001;2.114313e+002
1.589980e+000;3.566333e+002;1.133995e-001;6.337025e-001;2.114362e+002
1.599980e+000;3.583213e+002;1.145995e-001;6.387461e-001;2.114412e+002
1.609980e+000;3.602065e+002;1.154995e-001;6.438311e-001;2.114463e+002
1.619980e+000;3.619182e+002;1.163995e-001;6.488541e-001;2.114513e+002
1.629980e+000;3.636930e+002;1.172995e-001;6.537531e-001;2.114562e+002
1.639980e+000;3.653889e+002;1.181995e-001;6.587141e-001;2.114612e+002
1.649980e+000;3.671400e+002;1.190995e-001;6.636751e-001;2.114661e+002
1.659980e+000;3.689937e+002;1.199995e-001;6.685947e-001;2.114711e+002
1.669981e+000;3.708711e+002;1.208995e-001;6.735557e-001;2.114760e+002
1.679981e+000;3.727011e+002;1.217995e-001;6.786407e-001;2.114811e+002
1.689981e+000;3.745390e+002;1.226995e-001;6.836224e-001;2.114861e+002
1.699980e+000;3.764005e+002;1.235995e-001;6.884800e-001;2.114909e+002
1.709980e+000;3.780176e+002;1.244995e-001;6.934204e-001;2.114959e+002
1.719980e+000;3.797766e+002;1.253995e-001;6.984847e-001;2.115009e+002
1.729980e+000;3.814489e+002;1.262995e-001;7.035903e-001;2.115061e+002
1.739980e+000;3.832394e+002;1.271995e-001;7.086340e-001;2.115111e+002
1.749980e+000;3.850379e+002;1.280995e-001;7.136777e-001;2.115161e+002
1.759980e+000;3.869547e+002;1.292995e-001;7.185974e-001;2.115211e+002
1.769980e+000;3.887295e+002;1.301995e-001;7.235376e-001;2.115260e+002
1.779980e+000;3.906226e+002;1.310995e-001;7.285813e-001;2.115310e+002
1.789980e+000;3.924605e+002;1.319995e-001;7.337077e-001;2.115362e+002
1.799981e+000;3.943063e+002;1.328995e-001;7.386687e-001;2.115411e+002
1.809981e+000;3.960180e+002;1.337995e-001;7.434850e-001;2.115459e+002
1.819981e+000;3.978322e+002;1.346995e-001;7.484666e-001;2.115509e+002
1.829980e+000;3.995676e+002;1.355995e-001;7.535723e-001;2.115560e+002
1.839980e+000;4.012162e+002;1.364995e-001;7.585126e-001;2.115610e+002
1.849980e+000;4.029200e+002;1.373995e-001;7.634943e-001;2.115660e+002
1.859980e+000;4.046790e+002;1.382995e-001;7.685586e-001;2.115710e+002
1.869980e+000;4.063513e+002;1.391995e-001;7.735816e-001;2.115760e+002
1.879980e+000;4.081339e+002;1.400995e-001;7.784806e-001;2.115809e+002
1.889980e+000;4.099245e+002;1.409995e-001;7.834829e-001;2.115859e+002
1.899980e+000;4.116046e+002;1.421995e-001;7.887126e-001;2.115912e+002
1.909980e+000;4.133400e+002;1.430995e-001;7.939010e-001;2.115964e+002
1.919981e+000;4.151069e+002;1.436995e-001;7.987999e-001;2.116013e+002
1.929981e+000;4.168028e+002;1.445995e-001;8.036782e-001;2.116061e+002
1.939981e+000;4.185303e+002;1.457995e-001;8.087633e-001;2.116112e+002
1.949980e+000;4.203761e+002;1.466995e-001;8.139102e-001;2.116164e+002
1.959980e+000;4.220010e+002;1.475995e-001;8.188919e-001;2.116214e+002
1.969980e+000;4.236180e+002;1.484995e-001;8.237702e-001;2.116262e+002
1.979980e+000;4.252509e+002;1.493995e-001;8.287106e-001;2.116312e+002
1.989980e+000;4.269705e+002;1.502995e-001;8.336715e-001;2.116361e+002
1.999980e+000;4.286033e+002;1.508995e-001;8.385912e-001;2.116411e+002
2.009980e+000;4.304885e+002;1.517995e-001;8.435522e-001;2.116460e+002
2.019980e+000;4.324920e+002;1.529995e-001;8.485959e-001;2.116511e+002
2.029980e+000;4.344325e+002;1.538995e-001;8.535982e-001;2.116561e+002
2.039980e+000;4.362546e+002;1.547995e-001;8.584351e-001;2.116609e+002
2.049980e+000;4.380452e+002;1.556995e-001;8.633961e-001;2.116659e+002
2.059980e+000;4.398358e+002;1.565995e-001;8.685018e-001;2.116710e+002
2.069980e+000;4.414528e+002;1.574995e-001;8.736281e-001;2.116761e+002
2.079980e+000;4.429515e+002;1.583995e-001;8.786925e-001;2.116812e+002
2.089980e+000;4.445607e+002;1.592995e-001;8.837155e-001;2.116862e+002
2.099980e+000;4.461935e+002;1.601995e-001;8.886351e-001;2.116911e+002
2.109981e+000;4.477711e+002;1.610995e-001;8.935341e-001;2.116960e+002
2.119981e+000;4.493644e+002;1.619995e-001;8.986191e-001;2.117011e+002
2.129981e+000;4.511866e+002;1.628995e-001;9.037662e-001;2.117062e+002
2.139981e+000;4.529771e+002;1.637995e-001;9.086857e-001;2.117111e+002
2.149981e+000;4.546573e+002;1.646995e-001;9.134400e-001;2.117159e+002
2.159981e+000;4.563453e+002;1.655995e-001;9.184631e-001;2.117209e+002
2.169981e+000;4.580886e+002;1.667995e-001;9.235480e-001;2.117260e+002
2.179981e+000;4.596267e+002;1.673995e-001;9.285504e-001;2.117310e+002
2.189981e+000;4.611728e+002;1.682995e-001;9.334907e-001;2.117360e+002
2.199980e+000;4.628056e+002;1.694995e-001;9.385551e-001;2.117410e+002
2.209980e+000;4.644542e+002;1.703995e-001;9.435781e-001;2.117460e+002
2.219980e+000;4.661343e+002;1.712995e-001;9.484977e-001;2.117510e+002
2.229980e+000;4.679170e+002;1.721995e-001;9.535207e-001;2.117560e+002
2.239980e+000;4.695419e+002;1.730995e-001;9.587917e-001;2.117613e+002
2.249980e+000;4.713719e+002;1.739995e-001;9.639594e-001;2.117664e+002
2.259980e+000;4.731467e+002;1.748995e-001;9.688171e-001;2.117713e+002
2.269980e+000;4.748269e+002;1.757995e-001;9.736747e-001;2.117761e+002
2.279980e+000;4.764597e+002;1.766995e-001;9.787597e-001;2.117812e+002
2.289980e+000;4.781871e+002;1.775995e-001;9.838861e-001;2.117863e+002
2.299980e+000;4.797016e+002;1.784995e-001;9.888677e-001;2.117913e+002
2.309980e+000;4.812556e+002;1.793995e-001;9.937667e-001;2.117962e+002
2.319980e+000;4.827701e+002;1.802995e-001;9.986863e-001;2.118011e+002
2.329980e+000;4.843950e+002;1.811995e-001;1.003647e+000;2.118061e+002
2.339980e+000;4.860594e+002;1.820995e-001;1.008546e+000;2.118110e+002
2.349980e+000;4.877868e+002;1.829995e-001;1.013549e+000;2.118160e+002
2.359981e+000;4.894512e+002;1.838995e-001;1.018613e+000;2.118211e+002
2.369981e+000;4.911471e+002;1.847995e-001;1.023595e+000;2.118261e+002
2.379981e+000;4.928983e+002;1.856995e-001;1.028452e+000;2.118309e+002
2.389981e+000;4.943812e+002;1.865995e-001;1.033413e+000;2.118359e+002
2.399981e+000;4.958957e+002;1.874995e-001;1.038498e+000;2.118410e+002
2.409981e+000;4.973707e+002;1.883995e-001;1.043645e+000;2.118461e+002
2.419981e+000;4.990430e+002;1.892995e-001;1.048668e+000;2.118511e+002
2.429981e+000;5.005102e+002;1.904995e-001;1.053629e+000;2.118561e+002
2.439981e+000;5.021903e+002;1.910995e-001;1.058549e+000;2.118610e+002
2.449980e+000;5.037600e+002;1.919995e-001;1.063572e+000;2.118660e+002
2.459980e+000;5.054402e+002;1.928995e-001;1.068657e+000;2.118711e+002
2.469980e+000;5.068836e+002;1.940995e-001;1.073721e+000;2.118762e+002
2.479980e+000;5.085401e+002;1.946995e-001;1.078641e+000;2.118811e+002
2.489980e+000;5.101887e+002;1.955995e-001;1.083519e+000;2.118860e+002
2.499980e+000;5.118136e+002;1.964995e-001;1.088521e+000;2.118910e+002
2.509980e+000;5.134701e+002;1.973995e-001;1.093544e+000;2.118960e+002
2.519980e+000;5.151503e+002;1.982995e-001;1.098567e+000;2.119010e+002
2.529980e+000;5.166963e+002;1.991995e-001;1.103528e+000;2.119060e+002
2.539980e+000;5.182344e+002;2.000995e-001;1.108593e+000;2.119111e+002
2.549980e+000;5.198752e+002;2.012995e-001;1.113533e+000;2.119160e+002
2.559980e+000;5.215001e+002;2.021995e-001;1.118453e+000;2.119209e+002
2.569980e+000;5.231093e+002;2.030995e-001;1.123517e+000;2.119260e+002
2.579980e+000;5.246395e+002;2.039995e-001;1.128829e+000;2.119313e+002
2.589980e+000;5.262250e+002;2.048995e-001;1.133914e+000;2.119364e+002
2.599980e+000;5.277474e+002;2.057995e-001;1.138752e+000;2.119412e+002
2.609981e+000;5.292540e+002;2.066995e-001;1.143692e+000;2.119462e+002
2.619981e+000;5.308237e+002;2.075995e-001;1.148818e+000;2.119513e+002
2.629981e+000;5.324644e+002;2.084995e-001;1.153883e+000;2.119563e+002
2.639981e+000;5.340893e+002;2.093995e-001;1.158864e+000;2.119613e+002
2.649981e+000;5.357537e+002;2.099995e-001;1.163784e+000;2.119662e+002
2.659981e+000;5.372051e+002;2.108995e-001;1.168703e+000;2.119712e+002
2.669981e+000;5.386564e+002;2.117995e-001;1.173623e+000;2.119761e+002
2.679981e+000;5.402025e+002;2.129995e-001;1.178501e+000;2.119810e+002
2.689981e+000;5.416776e+002;2.138995e-001;1.183586e+000;2.119860e+002
2.699980e+000;5.432157e+002;2.147995e-001;1.188630e+000;2.119911e+002
2.709980e+000;5.448328e+002;2.156995e-001;1.193550e+000;2.119960e+002
2.719980e+000;5.465760e+002;2.165995e-001;1.198366e+000;2.120008e+002
2.729980e+000;5.480905e+002;2.174995e-001;1.203410e+000;2.120059e+002
2.739980e+000;5.496523e+002;2.183995e-001;1.208515e+000;2.120110e+002
2.749980e+000;5.511431e+002;2.192995e-001;1.213662e+000;2.120161e+002
2.759980e+000;5.527050e+002;2.201995e-001;1.218727e+000;2.120212e+002
2.769980e+000;5.541721e+002;2.210995e-001;1.223708e+000;2.120262e+002
2.779980e+000;5.557892e+002;2.219995e-001;1.228607e+000;2.120311e+002
2.789980e+000;5.572721e+002;2.225995e-001;1.233568e+000;2.120360e+002
2.799980e+000;5.588260e+002;2.234995e-001;1.238674e+000;2.120411e+002
2.809980e+000;5.602853e+002;2.246995e-001;1.243738e+000;2.120462e+002
2.819980e+000;5.617131e+002;2.255995e-001;1.248596e+000;2.120511e+002
2.829980e+000;5.631407e+002;2.264995e-001;1.253454e+000;2.120559e+002
2.839980e+000;5.647420e+002;2.273995e-001;1.258497e+000;2.120610e+002
2.849980e+000;5.663038e+002;2.282995e-001;1.263541e+000;2.120660e+002
2.859981e+000;5.678341e+002;2.291995e-001;1.268502e+000;2.120710e+002
2.869981e+000;5.694117e+002;2.300995e-001;1.273484e+000;2.120759e+002
2.879981e+000;5.709814e+002;2.309995e-001;1.278610e+000;2.120811e+002
2.889981e+000;5.726064e+002;2.318995e-001;1.283550e+000;2.120860e+002
2.899981e+000;5.740735e+002;2.324995e-001;1.288470e+000;2.120909e+002
2.909981e+000;5.756669e+002;2.333995e-001;1.293576e+000;2.120960e+002
2.919981e+000;5.771893e+002;2.342995e-001;1.298888e+000;2.121014e+002
2.929981e+000;5.786249e+002;2.351995e-001;1.303932e+000;2.121064e+002
2.939981e+000;5.800842e+002;2.360995e-001;1.308727e+000;2.121112e+002
2.949980e+000;5.817091e+002;2.369995e-001;1.313668e+000;2.121161e+002
2.959980e+000;5.832394e+002;2.381995e-001;1.318815e+000;2.121213e+002
2.969980e+000;5.848012e+002;2.390995e-001;1.323900e+000;2.121264e+002
2.979980e+000;5.864261e+002;2.396995e-001;1.328819e+000;2.121313e+002
2.989980e+000;5.878854e+002;2.405995e-001;1.333739e+000;2.121362e+002
2.999980e+000;5.895024e+002;2.414995e-001;1.338700e+000;2.121412e+002
3.009980e+000;5.910327e+002;2.423995e-001;1.343619e+000;2.121461e+002
3.019980e+000;5.927207e+002;2.432995e-001;1.348539e+000;2.121510e+002
3.029980e+000;5.943378e+002;2.441995e-001;1.353603e+000;2.121561e+002
3.039980e+000;5.961915e+002;2.450995e-001;1.358626e+000;2.121611e+002
3.049980e+000;5.978243e+002;2.459995e-001;1.363526e+000;2.121660e+002
3.059980e+000;5.995675e+002;2.468995e-001;1.368362e+000;2.121708e+002
3.069980e+000;6.011688e+002;2.477995e-001;1.373406e+000;2.121759e+002
3.079980e+000;6.028410e+002;2.486995e-001;1.378532e+000;2.121810e+002
3.089980e+000;6.043871e+002;2.495995e-001;1.383638e+000;2.121861e+002
3.099980e+000;6.058463e+002;2.504995e-001;1.388682e+000;2.121911e+002
3.109981e+000;6.072740e+002;2.513995e-001;1.393663e+000;2.121961e+002
3.119981e+000;6.087728e+002;2.522995e-001;1.398542e+000;2.122010e+002
3.129981e+000;6.102794e+002;2.531995e-001;1.403565e+000;2.122060e+002
3.139981e+000;6.117702e+002;2.540995e-001;1.408691e+000;2.122112e+002
3.149981e+000;6.133793e+002;2.549995e-001;1.413755e+000;2.122162e+002
3.159981e+000;6.151147e+002;2.558995e-001;1.418613e+000;2.122211e+002
3.169981e+000;6.165740e+002;2.567995e-001;1.423450e+000;2.122259e+002
3.179981e+000;6.181910e+002;2.576995e-001;1.428535e+000;2.122310e+002
3.189981e+000;6.197292e+002;2.585995e-001;1.433558e+000;2.122360e+002
3.199980e+000;6.213068e+002;2.594995e-001;1.438519e+000;2.122410e+002
3.209980e+000;6.228213e+002;2.600995e-001;1.443480e+000;2.122459e+002
3.219980e+000;6.244462e+002;2.612995e-001;1.448586e+000;2.122510e+002
3.229980e+000;6.260159e+002;2.621995e-001;1.453505e+000;2.122560e+002
3.239980e+000;6.275620e+002;2.630995e-001;1.458446e+000;2.122609e+002
3.249980e+000;6.290922e+002;2.636995e-001;1.463572e+000;2.122660e+002
3.259980e+000;6.307408e+002;2.648995e-001;1.468864e+000;2.122713e+002
3.269980e+000;6.323342e+002;2.657995e-001;1.473907e+000;2.122764e+002
3.279980e+000;6.339434e+002;2.663995e-001;1.478744e+000;2.122812e+002
3.289980e+000;6.356472e+002;2.672995e-001;1.483705e+000;2.122862e+002
3.299980e+000;6.371932e+002;2.681995e-001;1.488832e+000;2.122913e+002
3.309980e+000;6.386130e+002;2.690995e-001;1.493917e+000;2.122964e+002
3.319980e+000;6.402458e+002;2.699995e-001;1.498816e+000;2.123013e+002
3.329980e+000;6.416342e+002;2.705995e-001;1.503715e+000;2.123062e+002
3.339980e+000;6.430382e+002;2.714995e-001;1.508676e+000;2.123111e+002
3.349980e+000;6.444817e+002;2.723995e-001;1.513637e+000;2.123161e+002
3.359981e+000;6.460435e+002;2.732995e-001;1.518515e+000;2.123210e+002
3.369981e+000;6.474634e+002;2.741995e-001;1.523559e+000;2.123260e+002
3.379981e+000;6.490410e+002;2.750995e-001;1.528582e+000;2.123310e+002
3.389981e+000;6.505712e+002;2.759995e-001;1.533501e+000;2.123360e+002
3.399981e+000;6.522513e+002;2.768995e-001;1.538400e+000;2.123409e+002
3.409981e+000;6.537343e+002;2.777995e-001;1.543403e+000;2.123459e+002
3.419981e+000;6.553040e+002;2.786995e-001;1.548550e+000;2.123510e+002
3.429981e+000;6.567949e+002;2.795995e-001;1.553655e+000;2.123561e+002
3.439981e+000;6.582226e+002;2.804995e-001;1.558678e+000;2.123611e+002
3.449980e+000;6.595872e+002;2.810995e-001;1.563598e+000;2.123661e+002
3.459980e+000;6.610464e+002;2.819995e-001;1.568538e+000;2.123710e+002
3.469980e+000;6.625215e+002;2.828995e-001;1.573561e+000;2.123760e+002
3.479980e+000;6.639650e+002;2.837995e-001;1.578688e+000;2.123812e+002
3.489980e+000;6.654480e+002;2.846995e-001;1.583669e+000;2.123861e+002
3.499980e+000;6.668205e+002;2.855995e-001;1.588568e+000;2.123910e+002
3.509980e+000;6.683034e+002;2.864995e-001;1.593488e+000;2.123960e+002
3.519980e+000;6.698652e+002;2.873995e-001;1.598531e+000;2.124010e+002
3.529980e+000;6.714034e+002;2.882995e-001;1.603534e+000;2.124060e+002
3.539980e+000;6.730204e+002;2.888995e-001;1.608516e+000;2.124110e+002
3.549980e+000;6.747242e+002;2.897995e-001;1.613539e+000;2.124160e+002
3.559980e+000;6.762939e+002;2.906995e-001;1.618562e+000;2.124210e+002
3.569980e+000;6.777296e+002;2.915995e-001;1.623502e+000;2.124260e+002
3.579980e+000;6.793072e+002;2.924995e-001;1.628483e+000;2.124309e+002
3.589980e+000;6.807033e+002;2.933995e-001;1.633693e+000;2.124362e+002
3.599980e+000;6.821626e+002;2.942995e-001;1.638901e+000;2.124414e+002
3.609981e+000;6.835825e+002;2.948995e-001;1.643883e+000;2.124463e+002
3.619981e+000;6.849865e+002;2.957995e-001;1.648720e+000;2.124512e+002
3.629981e+000;6.864695e+002;2.966995e-001;1.653743e+000;2.124562e+002
3.639981e+000;6.879287e+002;2.975995e-001;1.658849e+000;2.124613e+002
3.649981e+000;6.893170e+002;2.984995e-001;1.663893e+000;2.124664e+002
3.659981e+000;6.907763e+002;2.993995e-001;1.668791e+000;2.124713e+002
3.669981e+000;6.921488e+002;2.999995e-001;1.673711e+000;2.124762e+002
3.679981e+000;6.936002e+002;3.008995e-001;1.678672e+000;2.124811e+002
3.689981e+000;6.950910e+002;3.017995e-001;1.683592e+000;2.124861e+002
3.699980e+000;6.964793e+002;3.026995e-001;1.688532e+000;2.124910e+002
3.709980e+000;6.977966e+002;3.035995e-001;1.693617e+000;2.124961e+002
3.719980e+000;6.993190e+002;3.044995e-001;1.698619e+000;2.125011e+002
3.729980e+000;7.005811e+002;3.050995e-001;1.703456e+000;2.125059e+002
3.739980e+000;7.019378e+002;3.059995e-001;1.708355e+000;2.125108e+002
3.749980e+000;7.033892e+002;3.065995e-001;1.713440e+000;2.125159e+002
3.759980e+000;7.048721e+002;3.074995e-001;1.718587e+000;2.125211e+002
